帖子发布日期,平台,标题,标签,一句话描述,推荐度,判断理由,链接,用户备注
2026-07-15,PC,魅魔的游戏,真人互动影像；恋爱模拟；分支选择,以真人互动影像呈现三名魅魔角色的恋爱与欲望故事，并通过选择进入不同结局。,1,主要卖点是成人向真人恋爱、暧昧和角色欲望互动，正是明确不考虑的类型。,https://www.gamer520.com/103273.html,
2026-07-15,PC,王之凝视,王国建造；资源管理；策略；Roguelite,在每局独特事件中平衡资源、生产、训练和视线监管，建设并守护一个王国。,4,王国建造和资源生产的主循环很贴合，视线监管带来独特机制；Roguelite与战斗是需要注意的辅助风险。,https://www.gamer520.com/96498.html,
2026-07-15,PC,喵门镖局 支持者版,合作动作；护送；多人,与队友合作操控小猫，护送木制马车穿越危险森林。,2,主要是强调反应与合作的护送动作挑战，缺少故事、经营或探索等核心贴合点。,https://www.gamer520.com/86063.html,
2026-07-15,PC,侠盗猎车手V 增强版,开放世界；犯罪叙事；探索；动作,围绕三名犯罪人物展开的开放世界动作冒险，包含城市探索、任务推进、抢劫行动和丰富的角色故事。,3,开放世界探索、犯罪叙事和任务推进有明确吸引力，但大部分体验仍由枪战、驾驶和动作任务构成，符合口味的生活感与选择深度有限，适合保留观察。,https://www.gamer520.com/40746.html,
2026-07-15,Switch,DONT STARVE TOGETHER,生存建造；探索；耕种；合作,在程序生成的荒野中与伙伴耕种、建造、制作、探索并应对季节和生物危险。,4,资源压力、建造耕种、探索和合作形成有内容的生存体验，世界与秘密也有持续发现感。,https://www.gamer520.com/29573.html,
2026-07-15,PC,拳皇15,对战格斗；传统战斗；剧情模式,以3对3组队对战为核心的格斗游戏，包含故事模式、角色阵容和联机对战。,1,主循环几乎完全是高强度对战格斗，核心乐趣依赖反应、连招和持续战斗，与口味中的纯战斗和纯操作挑战明显不匹配。,https://www.gamer520.com/27253.html,
2026-07-14,PC,KAZ,Roguelike；节奏；动作,以四键即时操作、反应、连招和追分为核心的节奏感 Roguelike 街机游戏。,1,主循环是高强度反应、连招和重复冲分，几乎完全落在纯操作挑战与 Roguelike 刷局的雷区，不符合叙事、生活感或探索偏好。,https://www.gamer520.com/117990.html,
2026-07-14,PC,幻想世界 Fantasy World,建造经营；资源管理；探索；策略,从零建造文明、管理生产与防御、招募英雄并探索开放世界的建造经营模拟游戏，带有 RPG 与肉鸽结构。,4,大地图建造、生产规划、资源取舍、文明发展和派遣探索高度贴合经营与策略选择偏好；战斗、装备成长和肉鸽循环是主要风险，但目前更像服务于经营扩张。,https://www.gamer520.com/117982.html,
2026-07-14,PC,黎明探险队 CTD,策略；探索；概率管理,概率管理地城探索，并用资源重建家园。,3,风险管理、探索和家园重建贴合，但Roguelite占比待观察。,https://www.gamer520.com/117978.html,
2026-07-14,Switch,金色阳光与你相伴 Golden Sunshine Beside You,信息不足,详情页目前只有标题和发布信息，缺少可用于判断主循环、氛围和内容的有效介绍。,3,详情信息不足，无法确认主循环；按规则保留为3分，建议进一步查看正式商店资料。,https://www.gamer520.com/117973.html,
2026-07-14,Switch,兜虫公园 Kabuto Park,生物收集；夏日氛围；探索；轻松,暑假捕捉训练昆虫，组队战斗并升级装备。,4,夏日生活感、收集探索和轻度养成很符合口味。,https://www.gamer520.com/117956.html,
2026-07-14,PC,帝国的夙愿,4X；策略；社会模拟；资源管理,历史4X，殖民探索、劳动力、阶级社会、市场与秩序管理。,4,社会模拟、制度压力、资源分配和探索经营很贴合。,https://www.gamer520.com/117951.html,
2026-07-14,PC,轮盘地牢,Roguelike；回合制；策略,轮盘下注、物品组合和能力驱动的回合制地牢。,2,主要是传统回合制战斗和随机循环，整体不够贴合。,https://www.gamer520.com/117949.html,
2026-07-14,PC,铸魂迷途,类幸存者；刷宝；动作,类幸存者式割草、刷宝、背包规划和武器锻造。,1,主循环是持续战斗、刷取和局外成长，属于明确雷区。,https://www.gamer520.com/117931.html,
2026-07-14,PC,秽水 Unclean Water,第一人称；Roguelike；动作,第一人称Roguelike动作战斗与求生。,1,主循环是第一人称反应战斗，触及明确雷区。,https://www.gamer520.com/114763.html,
2026-07-14,Switch,一切都好 极限硬撑,平台冒险；叙事；超现实,关于焦虑失落的手工平台冒险，含分支和能力解锁。,3,氛围、情绪主题和探索有吸引力，但平台操作是门槛。,https://www.gamer520.com/113785.html,
2026-07-14,Switch,超级浣熊羊 Ultimate Sheep Raccoon,竞速；派对；多人,多人自行车竞速派对，共同搭建障碍。,2,主要是竞速、反应操作和多人竞争，不够贴合。,https://www.gamer520.com/111107.html,
2026-07-14,PC,深矿防线,资源管理；建造；探索；防御,勘探采矿、规划路线、建造设施并抵御袭击。,4,资源取舍、路线规划、探索和基地建设都贴合。,https://www.gamer520.com/108984.html,
2026-07-14,Switch,无名者 屠龙,叙事；探索；关系；选择；回合制,队伍冒险，角色故事、探索判断、技能构筑、制造和多结局。,4,关系、探索、选择后果和技能创造很符合口味。,https://www.gamer520.com/98581.html,
2026-07-14,Switch,孤星猎人 LONESTAR,策略；资源管理；任务；事件选择,飞船部件、赏金任务、驾驶员天赋和度假事件。,4,配置、资源组合和事件选择形成有趣体验引擎。,https://www.gamer520.com/97425.html,
2026-07-14,Switch,鼠织小家 Squeakross Home,解谜；家园装饰；生活感,解谜获得家具，为啮齿动物朋友布置家园。,4,解谜与家园装饰直接贴合生活模拟和轻松体验。,https://www.gamer520.com/95278.html,
2026-07-14,PC,多重人生,叙事；基地经营；关系；探索,科幻生存，管理分身、资源、移动基地与关系冲突。,5,故事、关系、经营、资源压力和探索高度贴合，形式新颖。,https://www.gamer520.com/94385.html,
2026-07-14,Switch,神意之星 Star of Providence,动作射击；程序生成；Roguelike,程序生成楼层的自上而下动作射击。,1,主循环是高强度射击和重复Roguelike战斗。,https://www.gamer520.com/89015.html,
2026-07-14,PC,火湖 SULFUR,动作冒险；探索；武器改造,以深入冒险、智取敌人、寻找宝藏和改进武器为核心的老式动作冒险游戏。,3,有深入探索、寻宝和改造武器的推进感，但详情显示主要体验仍偏动作战斗，故事与生活感信息有限，保留观察。,https://www.gamer520.com/84097.html,
2026-07-14,PC,收获日3,FPS；合作射击；劫案,多人合作第一人称射击与执行劫案。,1,主要是第一人称射击和高强度枪战，明确不玩。,https://www.gamer520.com/64926.html,
2026-07-14,Switch,巨击大乱斗,竞技场乱斗；动作；怪兽,泰坦和机甲竞技场乱斗，强调破坏与战斗。,1,主要体验是竞技场动作对抗，缺少其他核心吸引力。,https://www.gamer520.com/62777.html,
2026-07-14,Switch,土豆兄弟 Brotato,类幸存者；射击；Roguelite,自动射击竞技场Roguelite，在敌潮间购买道具生存。,1,敌潮射击、重复波次和数值构筑属于类幸存者雷区。,https://www.gamer520.com/62644.html,
2026-07-14,Switch,三国志14 威力加强版,策略；经营；资源管理；历史,以历史势力经营和大地图战略为核心，通过领土连线维持补给、施政组织与武将特性制定扩张策略。,3,兵站补给、施政配置和势力经营提供了明确的资源与制度取舍，符合策略经营偏好；但传统战争与数值管理占比高，人物生活感和叙事吸引力有限，适合谨慎尝试。,https://www.gamer520.com/7774.html,
2026-07-13,PC,九州仙侠录,,修仙题材的肉鸽组牌与传统卡牌战斗占据主循环，虽有地图抉择和构筑深度，但整体落入偏好的泛修仙与卡牌战斗雷区。,2,修仙题材的肉鸽组牌与传统卡牌战斗占据主循环，虽有地图抉择和构筑深度，但整体落入偏好的泛修仙与卡牌战斗雷区。,https://www.gamer520.com/117922.html,
2026-07-13,PC,零秒 时光的归途,,核心是反复挑战、战斗、刷技能装备和追求极限输出的动作 Roguelike，主要体验与纯战斗、重复刷刷刷和高强度操作明显不合。,1,核心是反复挑战、战斗、刷技能装备和追求极限输出的动作 Roguelike，主要体验与纯战斗、重复刷刷刷和高强度操作明显不合。,https://www.gamer520.com/117920.html,
2026-07-13,Switch,贝荷嘉2 Beholgar 2,,目前详情只确认了传统动作冒险与战斗目标，缺少生活感、选择或独特系统证据，主循环大概率偏纯战斗探索。,2,目前详情只确认了传统动作冒险与战斗目标，缺少生活感、选择或独特系统证据，主循环大概率偏纯战斗探索。,https://www.gamer520.com/117915.html,
2026-07-13,PC,蛇香之夜 三部曲 终极版,,有间谍任务、异域氛围和三角关系设定，但本质是女性向乙女恋爱视觉小说，主要体验仍是纯对话与恋爱路线。,2,有间谍任务、异域氛围和三角关系设定，但本质是女性向乙女恋爱视觉小说，主要体验仍是纯对话与恋爱路线。,https://www.gamer520.com/117892.html,
2026-07-13,PC,存在 黑暗之日,,地下实验室调查和心理悬疑有氛围，但主要时间用于枪械近战、闪避、处决和 Boss 战，战斗压力明显高于探索与叙事。,2,地下实验室调查和心理悬疑有氛围，但主要时间用于枪械近战、闪避、处决和 Boss 战，战斗压力明显高于探索与叙事。,https://www.gamer520.com/117887.html,
2026-07-13,PC,背包乱斗 福西法的宝藏,,背包摆放和物品组合有系统趣味，但主循环是 PvP 自走棋式战斗与精打细算，偏纯数值优化和传统战斗，生活感与叙事不足。,2,背包摆放和物品组合有系统趣味，但主循环是 PvP 自走棋式战斗与精打细算，偏纯数值优化和传统战斗，生活感与叙事不足。,https://www.gamer520.com/117885.html,
2026-07-13,PC,终有一日愿遂思恋 来自迷途之家的信笺,,昭和乡村、家人旅行和恐怖传说营造了鲜明氛围，但详情明确是顺着文字阅读的纯视觉小说，主要体验与偏好不匹配。,2,昭和乡村、家人旅行和恐怖传说营造了鲜明氛围，但详情明确是顺着文字阅读的纯视觉小说，主要体验与偏好不匹配。,https://www.gamer520.com/117883.html,
2026-07-13,PC,黄金矿主模拟器 阿拉斯加淘金热,,淘金、提炼、设备升级、雇佣自动化和矿场探索形成了具体而有生活感的经营循环，还有历史背景、主线支线和资源压力，优先推荐。,5,淘金、提炼、设备升级、雇佣自动化和矿场探索形成了具体而有生活感的经营循环，还有历史背景、主线支线和资源压力，优先推荐。,https://www.gamer520.com/117879.html,
2026-07-13,PC,废都电锯姬,,氛围和废墟探索有吸引力，但主循环是跑酷、快节奏战斗和高反应头目战，纯操作挑战占据主要体验。,2,氛围和废墟探索有吸引力，但主循环是跑酷、快节奏战斗和高反应头目战，纯操作挑战占据主要体验。,https://www.gamer520.com/113041.html,
2026-07-13,PC,雾隐天途,,垂直城市建造、资源与士气管理、探索遗迹和道德选择结合得很完整，独特的巨树场景与多线故事也有鲜明氛围，优先推荐。,5,垂直城市建造、资源与士气管理、探索遗迹和道德选择结合得很完整，独特的巨树场景与多线故事也有鲜明氛围，优先推荐。,https://www.gamer520.com/111624.html,
2026-07-13,PC,元卡牌之背包传说,,背包管理和战前构筑有一定创新，但核心仍是 Roguelike 卡牌战斗与刷取构筑，传统卡牌战斗占据主要注意力。,2,背包管理和战前构筑有一定创新，但核心仍是 Roguelike 卡牌战斗与刷取构筑，传统卡牌战斗占据主要注意力。,https://www.gamer520.com/110725.html,
2026-07-13,PC,逆袭重启,,虽然包含选择和成长叙事，但核心卖点是多女主好感/欲望数值、恋爱互动，并混入第一人称枪战，整体落入明确不喜欢的模式。,1,虽然包含选择和成长叙事，但核心卖点是多女主好感/欲望数值、恋爱互动，并混入第一人称枪战，整体落入明确不喜欢的模式。,https://www.gamer520.com/109518.html,
